customer_id;title;fname;lname;addressline;town;zipcode;phone
405;M.;Michel;Laurent;Railroad Street;BUCHANAN;701;3307675
406;M.;Richard;Serge;Fourth Street;KIRKLAND;815;8192170
407;Mme;Durand;Claudine;Hillcrest Street;FAIRVIEW;740;0593893
408;M.;Richard;Yves;Seventh Street;MEADOW CREEK;304;8019459
409;Mme;Leroy;Bernadette;Lee Street;APPLETON;509;0507230
410;Mme;Lefebvre;Chantal;Willow Street;BRAITHWAITE;504;1956922
411;Mme;Fournier;Catherine;West Street;CHENANGO BRIDGE;607;2138181
412;M.;Moreau;Frederic;View Street;JONBEN;304;1672503
413;Mme;Richard;Natalie;7th Street;VEST;606;1901697
414;Mme;Moreau;Corinne;North Street;CHAPPAQUA;914;2956631
415;M.;Robert;Maurice;Hill Street;BONAPARTE;319;6678444
416;M.;Leroy;Francois;North Street;CORTLANDT MANOR;914;9245830
417;M.;Michel;Joseph;Thirteenth Street;WORLEY;208;6597135
418;Mme;Martin;Nicole;Franklin Street;BEDFORD;440;9880491
419;M.;Richard;Franck;Poplar Street;HENDLEY;308;3663957
420;M.;Garcia;Henri;Ridge Street;BRETTON WOODS;603;5327637
421;Mme;André;Chantal;Miller Street;BADGER;515;8051458
422;M.;Lefèvre;Olivier;Pine Street;COLUMBUS;316;7805151
423;Mme;Fournier;Christiane;Lee Street;ALLEN PARK;313;0119309
424;M.;Thomas;Daniel;7th Street;WATER VIEW;804;9430404
425;M.;Martin;Jean;Locust Street;EAST ORANGE;973;0973268
426;Mme;Michel;Madeleine;Fourth Street;WEST NEWTON;317;2360661
427;Mme;Mercier;Chantal;Maple Street;PARKIN;870;4883034
428;Mme;Garcia;Elodie;Smith Street;HENDERSON;252;5838760
429;M.;Girard;Andre;Maple Street;SOUTH CAIRO;518;7500562
430;M.;Bernard;Christophe;Cedar Street;ROYSE CITY;972;0438724
431;Mme;Bernard;Denise;Smith Street;ASHTABULA;440;7728214
432;Mme;Robert;Chantal;Poplar Street;LANDISBURG;717;7551528
433;Mme;Leroy;Andree;Elm Street;DELTA;573;3576940
434;M.;David;Serge;Fourth Street;ADA;616;8327618
435;Mme;Moreau;Caroline;Forest Street;WORTHVILLE;502;4867169
436;M.;Laurent;Bruno;Fifth Street;WHITWELL;423;6280228
437;M.;Dubois;Bruno;9th Street;CASPIAN;906;2138440
438;M.;Robert;Jean-Pierre;5th Street;JOELTON;615;4771426
439;M.;David;Nicolas;Johnson Street;SAINT REGIS;406;0362062
440;Mme;Girard;Florence;Forest Street;CHUCKEY;423;0344619
441;Mme;Richard;Laurence;Wilson Street;LAKE ELMO;651;2521751
442;M.;Girard;Bernard;Park Street;FESSENDEN;701;8703019
443;M.;Mercier;Serge;15th Street;TALOGA;580;0967078
444;Mme;Martin;Danielle;Mill Street;CONCORD;978;3339232
445;M.;Leroy;Franck;Willow Street;BETHEL SPRINGS;901;9029389
446;M.;Bertrand;Andre;Fourteenth Street;WHATELY;413;6775716
447;M.;Leroy;Sebastien;Forest Street;BOONVILLE;660;1870306
448;Mme;Dubois;Denise;Elm Street;SUMMIT;601;7064552
449;Mme;Moreau;Colette;Main Street;DECKER;812;9285205
450;M.;Morel;Frederic;Davis Street;SUMMITVILLE;765;6741428
451;M.;Martin;Guillaume;Meadow Street;HILL CITY;218;9793768
452;Mme;Moreau;Dominique;Oak Street;HOLLOWVILLE;518;6099307
453;M.;Leroy;Christian;4th Street;CEDAR FALLS;336;5213675
454;Mme;Martin;Odette;8th Street;ORRS ISLAND;207;1956286
455;Mme;Lefebvre;Chantal;South Street;TIPTON;517;6902517
456;M.;André;Jerome;Cedar Street;PRINCETON;256;1744902
457;Mme;Martin;Christine;2nd Street;PARK RIVER;701;5185753
458;M.;Fournier;Julien;Lee Street;MINDEN;318;0997743
459;Mme;Fournier;Annie;Hill Street;EAST BURKE;802;7965274
460;M.;Bertrand;Pascal;Maple Street;LAMOURE;701;6585051
461;M.;David;Vincent;6th Street;FOSTER;660;0085908
462;M.;Simon;Thierry;Third Street;SEAVIEW;360;5282504
463;Mme;Durand;Monique;Washington Street;GOLDEN EAGLE;618;9933444
464;Mme;Laurent;Nicole;Willow Street;DICKINSON;701;0577867
465;Mme;David;Odette;6th Street;CHAZY;518;8015834
466;Mme;Lefebvre;Elodie;Miller Street;BISHOPVILLE;410;5240299
467;Mme;Martin;Brigitte;Adams Street;TOLUCA LAKE;818;6631369
468;M.;Martin;Andre;5th Street;MARBLE HILL;573;9977279
469;M.;Robert;Henri;Cherry Street;PURYEAR;901;4355743
470;Mme;Martin;Emilie;Washington Street;BELVA;304;0174966
471;Mme;Bernard;Bernadette;2nd Street;SKWENTNA;907;2629252
472;M.;Morel;Joseph;4th Street;LANCASTER;803;8654867
473;Mme;Thomas;Aurelie;Woodland Street;CARTHAGE;601;2472672
474;Mme;Durand;Helene;Oak Street;ICARD;828;8398035
475;Mme;Lefèvre;Elisabeth;Spring Street;COWLESVILLE;716;0737233
476;Mme;Durand;Laurence;4th Street;SCHOHARIE;518;5505115
477;Mme;Martin;Isabelle;Park Street;ZELIENOPLE;724;4931141
478;M.;Bernard;Jean-Pierre;Johnson Street;CLARK;573;9725729
479;M.;Durand;Eric;3rd Street;POST FALLS;208;1606431
480;M.;Garcia;George;Fifth Street;HEATHSVILLE;804;7774787
481;M.;Morel;Joseph;Church Street;BARNESVILLE;301;9596114
482;Mme;David;Corinne;Taylor Street;BLOOMFIELD;515;8295383
483;Mme;Dubois;Odette;Third Street;MADISON;608;6153502
484;M.;Robert;David;Seventh Street;KAHUKU;808;9984455
485;M.;Michel;Serge;Maple Street;TAYLOR;512;2186586
486;M.;Mercier;Laurent;10th Street;PERU;207;4431610
487;Mme;Richard;Renee;8th Street;DIGHTON;508;9455500
488;Mme;David;Jeannine;Cedar Street;NORTH LAKEWOOD;360;1621565
489;Mme;Morel;Danielle;Fifth Street;LOOMIS;509;7348034
490;M.;Simon;Yves;Center Street;SEMINOLE;814;0834394
491;M.;Fournier;Philippe;Park Street;HAUULA;808;9079092
492;Mme;Martin;Annie;8th Street;AROCK;541;9534199
493;Mme;Bernard;Claire;Hill Street;CAMDEN WYOMING;302;6769647
494;Mme;Bernard;Bernadette;Smith Street;SOUTH BURLINGTON;802;5363417
495;Mme;David;Christine;1st Street;DENNISON;740;4970167
496;Mme;André;Patricia;Cherry Street;SEARLES;507;3091829
497;Mme;Martin;Paulette;Forest Street;MARIPOSA;209;6511501
498;Mme;Lefèvre;Renee;Hillcrest Street;CROUSEVILLE;207;3249812
499;Mme;Durand;Madeleine;Forest Street;WELLSTON;740;1601471
500;Mme;Robert;Audrey;Third Street;SERENA;815;1902204
501;M.;Petit;Joseph;Ninth Street;SOUTH GLENS FALLS;518;9228051
502;M.;Martin;Joseph;1st Street;OGUNQUIT;207;8480206
503;M.;Laurent;Guillaume;5th Street;EVANS;509;2128076
504;M.;Robert;Bruno;5th Street;MAUPIN;541;6803824
505;Mme;Petit;Caroline;Pine Street;MARION;502;1741203
506;M.;Michel;Louis;Sycamore Street;KIM;719;2335701
507;Mme;Vincent;Julie;4th Street;FORT BRAGG;910;2386063
508;Mme;Martin;Jacqueline;Fifth Street;QUILCENE;360;4260956
509;M.;Moreau;Christophe;Maple Street;JEFFERSON;843;6664702
510;Mme;Vincent;Celine;Church Street;ROUSES POINT;518;1259366
511;Mme;Vincent;Genevieve;Lake Street;ORCHARD;970;2601142
512;M.;Martin;Roger;1st Street;FULTONHAM;740;1136164
513;M.;David;Christian;West Street;MONHEGAN;207;0592987
514;M.;Petit;Marcel;Cedar Street;SOUTHAMPTON;215;1113201
515;Mme;André;Genevieve;View Street;MOSCOW;717;9881901
516;Mme;Durand;Audrey;College Street;LOUISIANA;573;9581574
517;M.;Richard;Pierre;Hillcrest Street;MC COMB;419;9375566
518;Mme;Dubois;Jeannine;Poplar Street;LIHUE;808;6115299
519;Mme;Laurent;Renee;North Street;WATERBURY CENTER;802;4029656
520;M.;David;Robert;5th Street;HOLLYWOOD;843;5901837
521;Mme;Moreau;Martine;13th Street;FAIRVIEW;502;7211986
522;Mme;Leroy;Madeleine;Lake Street;HURRICANE;435;2068232
523;M.;Vincent;Jerome;Cherry Street;DEWEESE;402;7767221
524;Mme;Garcia;Dominique;Willow Street;SAVAGE;612;4843274
525;M.;Garcia;Marcel;Pine Street;TOMATO;870;4158379
526;Mme;Moreau;Corinne;Cherry Street;EDWARDS;309;2134923
527;Mme;Martin;Helene;Madison Street;FORDVILLE;701;4412951
528;M.;Mercier;Marc;Church Street;HOLMEN;608;3351769
529;M.;Bernard;Didier;13th Street;WEST MANSFIELD;937;8541182
530;Mme;Fournier;Nicole;South Street;GLENPOOL;918;4116967
531;M.;Roux;Marcel;Lake Street;NUTTSVILLE;804;9598108
532;M.;Garcia;Frederic;River Street;ENDWELL;607;9945659
533;Mme;Martin;Laurence;South Street;IVORYTON;860;2371934
534;Mme;André;Francoise;Highland Street;DRAKESBORO;502;7139544
535;Mme;Richard;Laetitia;Franklin Street;CLARKS SUMMIT;717;8736716
536;Mme;Girard;Catherine;14th Street;MC KINNON;307;8323231
537;Mme;Mercier;Christine;Cedar Street;RUPERT;802;7900424
538;Mme;André;Nicole;Lincoln Street;MARBLE FALLS;830;7753664
539;M.;Bernard;Gerard;Sixth Street;LIGONIER;219;1203028
540;M.;Girard;Guy;13th Street;STONEHAM;207;6520818
541;Mme;Fournier;Christiane;Elm Street;GLIDDEN;715;8391416
542;Mme;André;Julie;First Street;KEATCHIE;318;8291295
543;M.;Moreau;Guillaume;Second Street;NEW BUFFALO;616;1753274
544;Mme;Robert;Annie;Elm Street;ALLEN;410;0833289
545;M.;Bernard;Yves;Johnson Street;PLATTSBURG;816;5903719
546;M.;Moreau;Dominique;7th Street;O FALLON;314;8742484
547;Mme;Richard;Claire;13th Street;TRILBY;352;8086387
548;M.;Durand;Patrick;Spruce Street;TALLMANSVILLE;304;8767795
549;Mme;Bernard;Corinne;West Street;AMELIA;513;7488239
550;M.;Leroy;Alexandre;Wilson Street;HARPURSVILLE;607;8403899
551;Mme;Michel;Catherine;3rd Street;IRONTON;573;0682728
552;M.;Robert;Patrick;Church Street;JESUP;912;6823789
553;M.;Lefebvre;Marcel;Hickory Street;HEBER;760;4281169
554;Mme;Simon;Catherine;Spring Street;PRINCETON;541;5703023
555;Mme;Leroy;Monique;15th Street;GEORGETOWN;302;3218618
556;M.;Thomas;George;1st Street;TOLNA;701;5466076
557;M.;Moreau;Nicolas;Park Street;MONKTON;410;1543655
558;M.;Martin;Patrick;Valley Street;SEAGROVE;336;4698788
559;M.;Roux;Rene;5th Street;ATHENS;304;4203961
560;Mme;Richard;Isabelle;Chestnut Street;TABLE GROVE;309;8941200
561;Mme;Roux;Danielle;Woodland Street;POWHATAN;304;5192017
562;M.;Dubois;Jerome;Cedar Street;WILSIE;304;6698748
563;Mme;André;Corinne;Walnut Street;EGG HARBOR TOWNSHIP;609;8034341
564;M.;Leroy;Henri;Davis Street;MAYFIELD;502;5233759
565;Mme;Thomas;Marcelle;5th Street;BLOOMFIELD;515;5084698
566;Mme;Thomas;Laetitia;2nd Street;ATHENS;616;4904201
567;M.;Garcia;Daniel;Jackson Street;KANSAS;205;0413332
568;Mme;Simon;Marie;North Street;THOMASVILLE;334;4412097
569;M.;Petit;Maurice;Cherry Street;LACONIA;812;2863455
570;M.;Dubois;Eric;Main Street;BLANCA;719;2243671
571;Mme;Simon;Julie;South Street;MIDDLEBURGH;518;4121315
572;M.;Girard;Guillaume;Chestnut Street;HARTFORD;334;4782076
573;Mme;Vincent;Laetitia;12th Street;VICTORIA;612;1109520
574;Mme;Leroy;Colette;Main Street;ROSWELL;770;3031330
575;Mme;Michel;Genevieve;4th Street;SWAMPSCOTT;781;7966559
576;Mme;Moreau;Anne;Eighth Street;GRAND TOWER;618;1628293
577;Mme;Dubois;Odette;Walnut Street;COLUMBIA;803;1413676
578;M.;Lefebvre;Christophe;12th Street;STRATFORD;804;0532661
579;M.;Laurent;Yves;Walnut Street;ROSLINDALE;617;2524406
580;Mme;Lefebvre;Chantal;Forest Street;BESSIE;580;2402094
581;M.;Lefèvre;Christophe;Fifth Street;OTLEY;515;8993517
582;Mme;Fournier;Patricia;Second Street;GLASSTON;701;2369083
583;Mme;Martin;Monique;7th Street;HAZELWOOD;828;3572506
584;Mme;Martin;Anne;12th Street;ACME;318;6008687
585;M.;Vincent;Thomas;Railroad Street;CHARLESTOWN;617;9930107
586;M.;Girard;Alain;Second Street;AKRON;219;2795452
587;Mme;Michel;Christine;1st Street;COLLEGE PARK;301;3040547
588;Mme;Petit;Josette;1st Street;WILDER;931;1612578
589;Mme;Dubois;Claudine;Maple Street;BRISTOL;219;8186821
590;Mme;Garcia;Danielle;3rd Street;PLAINVILLE;812;6882436
591;M.;Vincent;Jacques;Third Street;RIDGEWAY;252;9076780
592;M.;Mercier;Yves;2nd Street;LAUGHLINTOWN;724;1647915
593;Mme;Robert;Jacqueline;First Street;VALRICO;813;5365686
594;Mme;Michel;Christiane;View Street;MORONI;435;3835723
595;M.;Fournier;Roger;Highland Street;ROWLEY;978;0752069
596;M.;Moreau;Frederic;Birch Street;NEBRASKA;812;5478338
597;Mme;Leroy;Martine;Jackson Street;WANDA;507;1643169
598;Mme;Roux;Laetitia;1st Street;VENETIA;724;0380144
599;Mme;Morel;Dominique;Sunset Street;GLEN ROGERS;304;8561252
600;Mme;Vincent;Patricia;Laurel Street;ARNOLD AFB;931;5294433
601;Mme;Martin;Bernadette;Willow Street;SPRING GLEN;717;2675403
602;M.;Laurent;Guillaume;Willow Street;FLORENCE;316;3333018
603;M.;Moreau;David;Pine Street;CASCADE;804;2205462
604;M.;Moreau;Philippe;North Street;PLAINWELL;616;3893751
605;Mme;Michel;Danielle;Hickory Street;CIMA;760;9320547
606;M.;Michel;Alain;Franklin Street;MIAMI BEACH;305;1344288
607;M.;Robert;Paul;6th Street;MOORE;830;4588860
608;M.;Martin;Bernard;8th Street;DUE WEST;864;0666008
609;Mme;Lefèvre;Marie;Park Street;RICHTON;601;0680567
610;M.;Michel;Michel;Cedar Street;MC LAIN;601;3954957
611;Mme;Richard;Elodie;Woodland Street;CAMERON;715;5829100
612;M.;Mercier;Philippe;Railroad Street;WARWICK;701;7063232
613;M.;Richard;Roger;West Street;ELLENDALE;302;6087543
614;M.;David;Nicolas;2nd Street;HARRISBURG;717;7685816
615;Mme;Bernard;Paulette;7th Street;LUFKIN;409;0208197
616;M.;Dubois;Frederic;10th Street;FORT WINGATE;505;6306949
617;Mme;Dubois;Denise;Valley Street;SUGAR LOAF;914;4748811
618;Mme;Thomas;Annie;Oak Street;SEDALIA;502;7688486
619;Mme;Fournier;Caroline;Sunset Street;SULLIVAN;414;8448882
620;Mme;Michel;Audrey;7th Street;BLISS;208;8909871
621;M.;Robert;Patrick;Main Street;COLERAINE;218;8497932
622;Mme;Thomas;Francoise;Miller Street;EAST POULTNEY;802;6263955
623;M.;Thomas;Julien;View Street;GRINNELL;785;1214678
624;M.;Michel;Roger;Valley Street;SYBERTSVILLE;717;7881682
625;Mme;Robert;Audrey;6th Street;DURHAM;610;7065924
626;Mme;Durand;Cecile;Maple Street;SAWYER;616;9457078
627;M.;Lefèvre;Thierry;Dogwood Street;FREEPORT;724;0879975
628;Mme;Thomas;Helene;Walnut Street;OTTSVILLE;610;3992364
629;Mme;Dubois;Jeanne;Forest Street;HOWELL;732;5357698
630;Mme;Richard;Margeuerite;Laurel Street;COIN;712;5848880
631;M.;Mercier;Vincent;Locust Street;MOCCASIN;406;3970381
632;M.;Leroy;Christian;Church Street;HOOVEN;513;9107113
633;Mme;Laurent;Emilie;Sixth Street;ETNA;607;9307043
634;M.;Leroy;Marcel;College Street;SAXIS;757;2009934
635;M.;David;Marcel;Pine Street;LEFOR;701;7975106
636;Mme;Leroy;Margeuerite;Smith Street;ZALESKI;740;8638237
637;Mme;Lefèvre;Monique;10th Street;TIERRA AMARILLA;505;0385289
638;Mme;Bernard;Marcelle;Maple Street;CLARIDGE;724;9524251
639;M.;Fournier;Stephane;Ash Street;WHITING;219;9270407
640;M.;Lefèvre;Christophe;2nd Street;PINE ISLAND;914;3708899
641;Mme;Durand;Genevieve;Johnson Street;SIPSEY;205;2591299
642;Mme;Bertrand;Dominique;2nd Street;DAYTON;208;2759010
643;Mme;Bernard;Michele;Cherry Street;ELIZABETHTOWN;618;2252412
644;M.;Petit;Julien;Birch Street;SPRING HILL;931;6145815
645;Mme;Thomas;Helene;6th Street;MISHICOT;920;1429584
646;Mme;Petit;Christiane;10th Street;SORRENTO;225;9870467
647;M.;Thomas;Jerome;Maple Street;WILMINGTON;978;7342206
648;Mme;Durand;Madeleine;6th Street;KNIPPA;830;6862053
649;M.;Girard;Laurent;Mill Street;JERSEY CITY;201;1481248
650;Mme;Garcia;Brigitte;West Street;SAINT PAUL;308;7370448
651;Mme;Lefebvre;Danielle;Sixth Street;SKANDIA;906;5231178
652;Mme;Petit;Marcelle;Railroad Street;YERKES;606;8263846
653;M.;Bertrand;Didier;Jackson Street;SOUTHWORTH;360;5649108
654;Mme;Robert;Odette;Laurel Street;HAGARVILLE;501;0097565
655;M.;Leroy;Sebastien;Spring Street;ALBANY;510;6513537
656;M.;Martin;Rene;1st Street;ANGELS CAMP;209;7449071
657;Mme;Vincent;Brigitte;Park Street;ANNEMANIE;334;9086801
658;Mme;Richard;Christine;Mill Street;ADELL;920;3202899
659;M.;Bernard;Claude;4th Street;ISLE AU HAUT;207;3126565
660;M.;Richard;Olivier;Meadow Street;ELK;707;9524839
661;Mme;Michel;Catherine;River Street;CAPAC;810;5853999
662;M.;Robert;Jacques;3rd Street;SALISBURY;410;6943022
663;M.;Martin;Olivier;Park Street;KILGORE;903;0656990
664;Mme;Robert;Denise;3rd Street;WORTHINGTON;606;5987894
665;Mme;Garcia;Isabelle;Maple Street;BERRIEN CENTER;616;6611662
666;Mme;Laurent;Bernadette;Highland Street;CENTURY;850;2357317
667;Mme;Fournier;Corinne;11th Street;NASELLE;360;2456916
668;M.;Lefebvre;Marcel;Hillcrest Street;SHREWSBURY;717;4635713
669;M.;Laurent;Julien;Lincoln Street;MIZPAH;218;3821610
670;Mme;Bernard;Catherine;Maple Street;HICKSVILLE;419;7846038
671;Mme;Bernard;Anne;6th Street;GARFIELD;316;4930914
672;Mme;Richard;Elisabeth;Pine Street;KNOB LICK;573;3261917
673;Mme;Moreau;Audrey;Cedar Street;RUSSELL;847;5317761
674;M.;Dubois;Roger;South Street;FAIRLESS HILLS;215;4341325
675;Mme;Bernard;Paulette;Oak Street;CORSICA;605;0601250
676;Mme;Mercier;Madeleine;2nd Street;DUCKTOWN;423;8837891
677;Mme;Robert;Helene;7th Street;MEDICINE BOW;307;6666504
678;M.;Vincent;Laurent;Ninth Street;MARTINSVILLE;409;4126652
679;M.;Lefèvre;Alexandre;Oak Street;SEAFORD;757;0049972
680;Mme;Michel;Christine;Fourth Street;SPRINGERTON;618;3143857
681;Mme;Moreau;Cecile;Lincoln Street;AUBERRY;559;5792775
682;Mme;Thomas;Monique;Fifth Street;CLINTON;580;8932557
683;M.;Thomas;Laurent;Fourth Street;BRONAUGH;417;1845235
684;Mme;Thomas;Andree;Railroad Street;NEW CAMBRIA;660;2023851
685;M.;Robert;Pascal;Park Street;FARMINGVILLE;516;3574591
686;Mme;Roux;Caroline;View Street;VOORHEES;609;0426009
687;M.;Moreau;Marc;Smith Street;OCILLA;912;8435602
688;M.;Robert;Jerome;Lake Street;CHROMO;970;3117367
689;Mme;Petit;Marcelle;View Street;NEW GLOUCESTER;207;8518973
690;M.;Morel;Francois;Hillcrest Street;CLEMENTS;209;2361743
691;Mme;Durand;Elodie;Elm Street;BLACKWELL;915;7904002
692;M.;Michel;Eric;Birch Street;DAISY;912;4069146
693;Mme;Garcia;Bernadette;Fourth Street;CARPENTER;515;4774715
694;M.;Vincent;Vincent;Miller Street;SAN FRANCISCO;415;5791106
695;M.;Vincent;Christian;North Street;WASHBURN;715;4482777
696;M.;Simon;Alain;Hickory Street;FAR HILLS;908;7909025
697;Mme;Robert;Christelle;Tenth Street;RELIANCE;605;9024383
698;Mme;Petit;Marie;Pine Street;DOWELL;410;3931111
699;Mme;Martin;Laetitia;Maple Street;PEDRICKTOWN;609;9035734
700;Mme;Vincent;Patricia;Miller Street;WAREHAM;508;8405489
701;M.;Michel;Marc;11th Street;SHERMAN;217;8763428
702;Mme;Garcia;Martine;8th Street;HOLUALOA;808;4095405
703;Mme;Thomas;Odette;Jefferson Street;PLAINFIELD;603;3955326
704;M.;Durand;Guillaume;Walnut Street;HOPEWELL;609;7939043
705;Mme;Lefebvre;Catherine;Sunset Street;NU MINE;724;4019706
706;M.;Mercier;Daniel;Jackson Street;ALBANY;660;8990905
707;M.;Bernard;Yves;9th Street;CHRISTIANA;610;5061936
708;Mme;Lefebvre;Jeanne;Main Street;HOOPER;801;4240884
709;M.;Morel;Philippe;4th Street;LAMOURE;701;4320183
710;M.;Thomas;Vincent;South Street;ALVADORE;541;6946411
711;M.;Michel;Patrick;Maple Street;STURGEON LAKE;218;3567926
712;Mme;Thomas;Caroline;11th Street;CORBETTSVILLE;607;3763800
713;Mme;Girard;Christine;Lake Street;MONTEZUMA;316;1573555
714;M.;Thomas;Joseph;Washington Street;VAIL;520;8054274
715;Mme;Durand;Emilie;10th Street;BEE;402;7407253
716;Mme;André;Francoise;North Street;MERIDIAN;405;9413206
717;M.;Simon;Vincent;8th Street;ESMOND;701;5648766
718;Mme;David;Laetitia;12th Street;PE ELL;360;7248818
719;Mme;Martin;Corinne;3rd Street;LINN;304;4325001
720;M.;Petit;Rene;Lakeview Street;EAST POINT;606;8294902
721;Mme;Durand;Laetitia;Woodland Street;FOLSOM;916;2703956
722;Mme;Thomas;Isabelle;Fourth Street;HILLSIDE;201;6639110
723;M.;Laurent;Thierry;Adams Street;MUIR;717;3285622
724;M.;André;Stephane;Lakeview Street;CAREFREE;602;8227800
725;Mme;Durand;Audrey;5th Street;NEMOURS;304;6680113
726;Mme;David;Corinne;Spring Street;MC DERMOTT;740;0968481
727;M.;Thomas;Patrick;3rd Street;SEAFORTH;507;4382333
728;M.;Roux;Pierre;Hickory Street;WEST HAVERSTRAW;914;7537893
729;Mme;Petit;Caroline;Davis Street;TIMNATH;970;6353263
730;Mme;Simon;Madeleine;Railroad Street;DAFTER;906;1599662
731;M.;Bernard;Sebastien;Spruce Street;CRANE HILL;256;1919492
732;Mme;Martin;Claire;Park Street;GALLATIN;903;5729095
733;M.;Martin;Jerome;Sunset Street;HARRIS;906;2743390
734;M.;Michel;Christian;Spruce Street;WINTER;715;4535427
735;M.;Garcia;Michel;Railroad Street;GUILFORD;207;0502728
736;Mme;Michel;Laetitia;North Street;MC RAE;501;5060140
737;M.;Morel;Robert;10th Street;BUTTZVILLE;908;9280150
738;Mme;Durand;Francoise;10th Street;ROY;801;0423502
739;Mme;Thomas;Corinne;Elm Street;SELMA;540;5356586
740;Mme;Roux;Martine;7th Street;CHAPMAN;785;1652520
741;M.;Morel;Paul;South Street;MENTOR;440;1628755
742;M.;Simon;Rene;Ash Street;POINT CLEAR;334;9494451
743;Mme;Moreau;Isabelle;Cedar Street;EDINBURGH;812;6445456
744;M.;Bertrand;Louis;7th Street;WINSLOW;815;1510876
745;Mme;André;Corinne;Pine Street;GERALDINE;256;5298681
746;M.;Mercier;Robert;Sunset Street;MATLOCK;712;3929298
747;M.;Dubois;Jean-Pierre;11th Street;GREYBULL;307;3744148
748;M.;Durand;Thomas;Oak Street;KILGORE;402;4953690
749;M.;Bernard;Thomas;Meadow Street;LIBERTY CENTER;219;3065820
750;M.;Bertrand;Maurice;10th Street;EMELLE;205;5705601
751;M.;Roux;Didier;Main Street;WAVERLY;740;4326056
752;M.;Bertrand;Andre;Main Street;ENCINAL;956;4822514
753;Mme;Fournier;Renee;6th Street;READSTOWN;608;4396237
754;Mme;Lefebvre;Annie;Main Street;PRATTSVILLE;870;7496331
755;M.;Martin;Didier;Main Street;CORYDON;812;3088690
756;M.;Robert;Jacques;9th Street;COPAN;918;6475593
757;M.;Martin;Marc;Broadway Street;RICHMOND;815;4198190
758;M.;David;Francois;College Street;SIDNEY;712;5372179
759;Mme;Martin;Dominique;13th Street;JACKSON CENTER;724;3246108
760;M.;Simon;Stephane;First Street;BARTLETT;630;3660696
761;M.;Petit;Stephane;Spring Street;DEXTER;507;4406531
762;Mme;Bertrand;Monique;Elm Street;CHURCH HILL;423;0595450
763;Mme;Richard;Isabelle;Broadway Street;AMA;504;6102942
764;Mme;Bernard;Christine;Central Street;MEDIA;309;5094353
765;Mme;Petit;Natalie;Main Street;DANSVILLE;716;3722336
766;M.;Laurent;Roger;6th Street;MIDDLEBURY;203;2604960
767;Mme;Fournier;Celine;Hill Street;LENAPAH;918;8507956
768;Mme;David;Jacqueline;5th Street;ELSAH;618;6948609
769;Mme;Durand;Renee;Lakeview Street;LINCOLN;781;3350037
770;M.;Thomas;Sebastien;River Street;SIBLEY;816;1504311
771;M.;Bernard;Jerome;Green Street;SUMATRA;406;9573014
772;Mme;Lefebvre;Michele;2nd Street;AVISTON;618;2901662
773;Mme;Laurent;Jeannine;12th Street;DOVER;330;2135954
774;Mme;Leroy;Elodie;Sunset Street;SOUTH OZONE PARK;718;7234335
775;M.;Bertrand;Daniel;Third Street;BREMEN;770;3566546
776;Mme;Leroy;Celine;10th Street;DELMONT;609;8392277
777;M.;Bernard;Christian;First Street;PLEASANT HOPE;417;0505470
778;M.;Fournier;Dominique;Park Street;PILOT MOUND;515;3376077
779;Mme;Morel;Genevieve;Green Street;PORTLAND;870;0476270
780;Mme;Thomas;Brigitte;Woodland Street;MINTO;907;1362158
781;M.;Lefèvre;Laurent;3rd Street;KIRKWOOD;302;1313669
782;Mme;David;Audrey;Mill Street;ELIZABETHTOWN;502;8038728
783;M.;Lefèvre;Marc;Second Street;POCAHONTAS;601;3368172
784;M.;Mercier;Pascal;Smith Street;WATERTOWN;920;7536296
785;Mme;Fournier;Cecile;Park Street;PRESTON;319;5376817
786;Mme;Moreau;Patricia;Elm Street;INDIAHOMA;580;1382549
787;Mme;Richard;Patricia;Cedar Street;ONEIDA;920;9206535
788;M.;Leroy;Jacques;Church Street;NEW GERMANTOWN;717;6748131
789;M.;Girard;Andre;Hill Street;WHITE;724;6253028
790;M.;Simon;Thierry;Walnut Street;HASKELL;940;8805650
791;Mme;Michel;Madeleine;8th Street;MACOMB;810;6777496
792;Mme;Martin;Patricia;Mill Street;EAGLE BAY;315;7084488
793;M.;Morel;Didier;South Street;GLADSTONE;804;3258814
794;Mme;Laurent;Margeuerite;Forest Street;JAMESPORT;516;8035661
795;Mme;Bernard;Jeannine;Davis Street;URSINA;814;3267232
796;M.;Garcia;Bernard;Woodland Street;BLOSSBURG;717;2098185
797;Mme;Martin;Nicole;Seventh Street;MOORPARK;805;8775852
798;Mme;Morel;Francoise;8th Street;CEDAR;785;5220651
799;Mme;Durand;Isabelle;Park Street;DE BEQUE;970;7499957
800;Mme;Laurent;Bernadette;Smith Street;HURRICANE;304;4580948
801;Mme;Lefebvre;Corinne;West Street;MC ADAMS;601;1938109
802;Mme;Lefèvre;Cecile;Adams Street;DOVER;717;5385780
803;Mme;Simon;Marie;Washington Street;TCHULA;601;3598766
804;Mme;Bernard;Laurence;Locust Street;YAWKEY;304;3174800
805;Mme;Garcia;Anne;1st Street;HANNIBAL;740;1545699
806;M.;Girard;Jean-Pierre;Maple Street;MALMSTROM A F B;406;3375872
807;M.;Martin;Francois;5th Street;SEABROOK;281;5279191
808;Mme;Bertrand;Claudine;Lincoln Street;PRIEST RIVER;208;8866420
809;M.;Morel;Laurent;Washington Street;BIG BAY;906;8444159
